0 -0.75899 0.00528416
1 -0.760621 0.00506444
2 -0.759437 0.00496469
3 -0.760058 0.00499998
4 -0.760495 0.00515405
5 -0.759566 0.00491977
6 -0.760324 0.00498082
7 -0.76043 0.00499619
8 -0.761473 0.00486208
9 -0.759996 0.00489063
10 -0.761227 0.00476498
11 -0.760567 0.00467597
12 -0.761627 0.00447554
13 -0.761406 0.00451197
14 -0.762187 0.00442237
15 -0.761777 0.00435692
16 -0.761885 0.00433465
17 -0.760857 0.00426812
18 -0.761079 0.00418205
19 -0.76068 0.00432057
20 -0.761409 0.00461206
21 -0.760952 0.0048955
22 -0.761287 0.00514893
23 -0.761232 0.00531062
24 -0.760726 0.00516149
25 -0.761236 0.00510873
26 -0.761333 0.00501239
27 -0.761565 0.00483259
28 -0.762109 0.00501423
29 -0.76234 0.00495313
30 -0.761989 0.00493353
31 -0.761322 0.00537491
32 -0.761087 0.00537828
33 -0.763114 0.00515861
34 -0.763425 0.00507311
35 -0.762407 0.00517271
36 -0.761123 0.00537849
37 -0.760319 0.00543501
38 -0.761227 0.00541176
39 -0.762187 0.00544361
40 -0.762954 0.00561604
41 -0.761842 0.00568491
42 -0.761244 0.00578826
43 -0.760869 0.0059369
44 -0.760445 0.00583451
45 -0.759798 0.00586073
46 -0.759826 0.00591513
47 -0.760231 0.00595591
48 -0.759944 0.00606794
49 -0.760022 0.00604645
50 -0.760667 0.00609359
51 -0.760414 0.00606439
52 -0.761233 0.00619631
53 -0.760696 0.0061465
54 -0.759648 0.00616752
55 -0.759589 0.00590362
56 -0.760265 0.00597173
57 -0.760047 0.00578304
58 -0.759444 0.00584667
59 -0.758789 0.00572641
60 -0.758464 0.00586924
61 -0.759456 0.00577129
62 -0.761081 0.00602106
63 -0.761556 0.00610175
64 -0.760771 0.00609038
65 -0.759043 0.00616312
66 -0.759105 0.00596596
67 -0.75941 0.00587353
68 -0.759955 0.00542115
69 -0.75891 0.0053654
70 -0.758633 0.00530914
71 -0.756959 0.00536969
72 -0.755338 0.00542773
73 -0.755834 0.00538964
74 -0.756657 0.00549743
75 -0.756559 0.00546824
76 -0.757084 0.00532682
77 -0.757866 0.00518759
78 -0.757705 0.00523006
79 -0.757875 0.00530609
80 -0.758036 0.00503814
81 -0.757534 0.00473725
82 -0.757475 0.0047328
83 -0.757326 0.00446754
84 -0.756733 0.00446766
85 -0.755156 0.00449801
86 -0.755608 0.00444134
87 -0.756719 0.00452287
88 -0.758144 0.0046128
89 -0.758693 0.00456882
90 -0.758109 0.00444275
91 -0.757977 0.00443816
92 -0.758553 0.0045008
93 -0.758254 0.00456846
94 -0.760149 0.00452735
95 -0.761082 0.00443765
96 -0.759502 0.00453894
97 -0.759896 0.00480864
98 -0.759778 0.00477398
99 -0.75897 0.00444582
100 -0.760894 0.0044029
101 -0.760044 0.00474
102 -0.75905 0.00472286
103 -0.75888 0.00486204
104 -0.759168 0.00476455
105 -0.758738 0.00488301
106 -0.758804 0.00504454
107 -0.759071 0.00494091
108 -0.75876 0.00481825
109 -0.759149 0.00486824
110 -0.759968 0.00511152
111 -0.760178 0.00504148
112 -0.760167 0.00488615
113 -0.760386 0.00469077
114 -0.760125 0.00471384
115 -0.761172 0.00454697
116 -0.761973 0.00478505
117 -0.761231 0.00463172
118 -0.759664 0.00480134
119 -0.758708 0.00479219
120 -0.758322 0.00461094
121 -0.756969 0.00437278
122 -0.757685 0.00443531
123 -0.75779 0.00438569
124 -0.758723 0.00454789
125 -0.759327 0.00468842
126 -0.760609 0.00462947
127 -0.760758 0.00487211
128 -0.760108 0.00491036
129 -0.76011 0.00471421
130 -0.760112 0.00480422
131 -0.760926 0.0045938
132 -0.76153 0.00462705
133 -0.761194 0.00464905
134 -0.760864 0.00463389
135 -0.760015 0.00442636
136 -0.760171 0.00432686
137 -0.760424 0.00422815
138 -0.759875 0.00404587
139 -0.759661 0.00383
140 -0.759416 0.00376604
141 -0.758892 0.0038803
142 -0.759852 0.00391171
143 -0.759736 0.00404362
144 -0.760422 0.00405684
145 -0.760178 0.00406438
146 -0.759315 0.00433749
147 -0.759301 0.00438866
148 -0.759049 0.00428951
149 -0.759291 0.00401592
150 -0.759669 0.00389144
151 -0.759597 0.00416983
152 -0.759318 0.00439075
153 -0.759751 0.00463115
154 -0.759284 0.00439973
155 -0.759452 0.0044086
156 -0.759164 0.00429878
157 -0.761158 0.00438691
158 -0.761501 0.00431836
159 -0.760254 0.00420705
160 -0.759289 0.00435323
161 -0.758619 0.00419015
162 -0.758033 0.00402875
163 -0.758476 0.00419099
164 -0.759012 0.00423039
165 -0.759284 0.0042508
166 -0.759837 0.00423659
167 -0.760435 0.00415752
168 -0.761629 0.00394408
169 -0.762071 0.00389944
170 -0.762233 0.00445527
171 -0.762633 0.0045187
172 -0.761108 0.00460908
173 -0.759228 0.00480193
174 -0.759692 0.00471036
175 -0.759318 0.00463202
176 -0.759675 0.00474852
177 -0.761419 0.00479031
178 -0.761129 0.00476914
179 -0.761135 0.0045984
180 -0.761373 0.00462276
181 -0.75985 0.00467774
182 -0.758886 0.00480076
183 -0.759585 0.00476483
184 -0.759941 0.00444359
185 -0.759518 0.00459
186 -0.75854 0.00440769
187 -0.758834 0.00451462
188 -0.757949 0.00470029
189 -0.758285 0.00459275
190 -0.759138 0.00463313
191 -0.760573 0.00445954
192 -0.759374 0.00451316
193 -0.760409 0.0045789
194 -0.761008 0.00452644
195 -0.760925 0.00447445
196 -0.760244 0.00444034
197 -0.760175 0.00446033
198 -0.760753 0.00453325
199 -0.760172 0.0042161
200 -0.760045 0.00432002
201 -0.75916 0.00424057
202 -0.757614 0.00431604
203 -0.758366 0.0044497
204 -0.758625 0.00446017
205 -0.758965 0.0047067
206 -0.759075 0.00457202
207 -0.758476 0.00458413
208 -0.757667 0.00466548
209 -0.75729 0.00467174
210 -0.75698 0.00469716
211 -0.756945 0.00469237
212 -0.757232 0.00471909
213 -0.756466 0.00467572
214 -0.756923 0.00444324
215 -0.757256 0.00440353
216 -0.757763 0.00453905
217 -0.757119 0.00474736
218 -0.756931 0.00459198
219 -0.757239 0.00488358
220 -0.758186 0.0045991
221 -0.758398 0.00469127
222 -0.758625 0.00466136
223 -0.75789 0.00487542
224 -0.757892 0.00466065
225 -0.757244 0.00461258
226 -0.756867 0.00465601
227 -0.75593 0.00499101
228 -0.756451 0.00492877
229 -0.758341 0.00491355
230 -0.758706 0.004765
231 -0.760092 0.00470174
232 -0.759561 0.00496585
233 -0.760105 0.0047888
234 -0.760526 0.0049375
235 -0.760359 0.00481403
236 -0.759965 0.00465719
237 -0.761193 0.00471551
238 -0.760716 0.00444317
239 -0.762444 0.00439145
240 -0.763154 0.00447678
241 -0.762698 0.00448089
242 -0.763457 0.00474645
243 -0.762651 0.00524103
244 -0.762787 0.0052726
245 -0.763757 0.00510052
246 -0.762322 0.00524528
247 -0.761906 0.00565066
248 -0.762163 0.00534843
249 -0.761787 0.00550277
250 -0.762077 0.00538843
251 -0.761894 0.00534567
252 -0.76131 0.00545799
253 -0.761752 0.00579124
254 -0.761683 0.00594187
255 -0.762062 0.00576896
256 -0.760865 0.0057588
257 -0.761601 0.00584459
258 -0.761991 0.00584087
259 -0.761331 0.00585474
260 -0.760002 0.00568785
261 -0.759281 0.00599473
262 -0.757544 0.00619894
263 -0.7579 0.00605674
264 -0.757136 0.00597097
265 -0.75686 0.00601485
266 -0.756937 0.00607315
267 -0.75807 0.00635733
268 -0.758723 0.00667499
269 -0.758186 0.00660276
270 -0.757468 0.00683585
271 -0.756316 0.00682967
272 -0.755804 0.00690329
273 -0.757124 0.00696422
274 -0.756943 0.0067496
275 -0.756471 0.00643402
276 -0.756978 0.00629803
277 -0.7562 0.00622743
278 -0.757073 0.00613694
279 -0.756621 0.006054
280 -0.75735 0.00579532
281 -0.755996 0.00584481
282 -0.756308 0.00563555
283 -0.756591 0.00565154
284 -0.757757 0.00585173
285 -0.758292 0.00583037
286 -0.758289 0.00601513
287 -0.758668 0.00598372
288 -0.759269 0.00572474
289 -0.758913 0.00574076
290 -0.759847 0.00580302
291 -0.759649 0.00568907
292 -0.759587 0.00578402
293 -0.760402 0.00576339
294 -0.759562 0.00579161
295 -0.759559 0.00567821
296 -0.757816 0.00593118
297 -0.758166 0.00581714
298 -0.757404 0.00600902
299 -0.757818 0.00563809
